,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
5426,002671.OF,万家沪深300指数增强C,万家基金,宁波银行,股票型,20160926,,,20160919,,0.0001,1.0,0.12,,1.0,0.001,,沪深300指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161017,20161017,O
5429,002670.OF,万家沪深300指数增强A,万家基金,宁波银行,股票型,20160926,,,20160919,,2.0,1.0,0.12,,1.0,0.001,,沪深300指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161017,20161017,O
5433,002783.OF,东方红价值精选A,东证资管,招商银行,混合型,20160923,,,20160919,,12.4325,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20161222,20161222,O
5437,002784.OF,东方红价值精选C,东证资管,招商银行,混合型,20160923,,,20160919,,2.469,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20161222,20161222,O
5438,001743.OF,诺安优选回报,诺安基金,渤海银行,混合型,20160922,,,20160829,,10.3417,1.2,0.1,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20161216,20161216,O
5439,003161.OF,南方安泰,南方基金,中国建设银行,混合型,20160922,,,20160822,,26.6158,1.0,0.2,,1.0,0.1,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20161220,20161220,O
5442,519224.OF,海富通欣荣A,海富通基金,交通银行,混合型,20160922,,,20160902,,2.5012,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161118,20161118,O
5444,519223.OF,海富通欣荣C,海富通基金,交通银行,混合型,20160922,,,20160902,,2.0001,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161118,20161118,O
5445,002545.OF,东方岳,东方基金,中国农业银行,混合型,20160922,,,20160919,,8.0027,0.6,0.2,,1.0,0.1,,中债总全价指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161219,20161219,O
5451,001706.OF,诺安积极回报,诺安基金,江苏银行,混合型,20160922,,,20160825,,10.1039,1.2,0.15,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20161216,20161216,O
5452,002564.OF,新沃通盈,新沃基金,中国工商银行,混合型,20160922,,,20160831,,2.0183,0.6,0.15,,1.0,0.01,,沪深300指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20160926,20160926,O
5459,003147.OF,大成动态量化,大成基金,中国农业银行,混合型,20160920,,,20160822,,5.6056,1.2,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,混合型,契约型开放式,,20161013,20161013,O
5462,002612.OF,融通通慧A,融通基金,中国建设银行,混合型,20160920,,,20160818,,2.7196,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20161014,20161014,O
5472,003194.OF,汇添富中证上海国企ETF联接,汇添富基金,中国工商银行,股票型,20160918,,,20160823,,22.5438,0.5,0.1,,1.0,0.01,,中证上海国企指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161116,20161116,O
5478,002772.OF,光大产业新动力,光大保德信基金,交通银行,混合型,20160913,,,20160815,,9.5847,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161024,20161024,O
5480,003104.OF,泰达宏利定宏,泰达宏利基金,中国银行,混合型,20160913,,,20160815,,5.5894,1.2,0.25,,1.0,0.001,,中证综合债券指数收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20161017,20161017,O
5495,002980.OF,华夏创新前沿,华夏基金,中国建设银行,股票型,20160907,,,20160808,,13.2441,1.5,0.25,,1.0,0.1,,中证800指数收益率*90%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20161019,20161019,O
5496,002728.OF,华富益鑫A,华富基金,中国工商银行,混合型,20160907,,,20160829,,0.0001,0.6,0.15,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160921,20160921,O
5497,002729.OF,华富益鑫C,华富基金,中国工商银行,混合型,20160907,,,20160829,,2.0037,0.6,0.15,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160921,20160921,O
5500,002938.OF,中银证券健康产业,中银证券,招商银行,混合型,20160907,,,20160725,,5.6101,1.5,0.2,,1.0,0.001,,中证医药卫生指数收益率*50%+中证全债指数收益率*50%,L,灵活配置,契约型开放式,,20161012,20161012,O
5501,003154.OF,华宝新活力,华宝基金,中国民生银行,混合型,20160907,,,20160829,,5.9308,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160919,20160919,O
5503,003059.OF,长信先利半年A,长信基金,招商银行,混合型,20160907,,,20160822,,11.3125,1.2,0.2,,1.0,0.0001,,中证综合债指数收益率*80%+中证500指数收益率*20%,L,混合型,契约型开放式,,20170307,20170307,O
5505,519617.OF,银河君信C,银河基金,浦发银行,混合型,20160907,,,20160826,,1.2068,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20161017,20161017,O
5506,519616.OF,银河君信A,银河基金,浦发银行,混合型,20160907,,,20160826,,0.3383,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20161017,20161017,O
5507,519222.OF,海富通欣益A,海富通基金,交通银行,混合型,20160907,,,20160829,,3.501,0.6,0.15,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161118,20161118,O
5509,519221.OF,海富通欣益C,海富通基金,交通银行,混合型,20160907,,,20160829,,0.5002,0.6,0.15,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161118,20161118,O
5511,519618.OF,银河君信I,银河基金,浦发银行,混合型,20160907,,,20160826,,0.6501,0.6,0.1,,1.0,1000.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20161017,20161017,O
5514,003054.OF,嘉实文体娱乐C,嘉实基金,中国银行,股票型,20160907,,,20160808,,0.9661,1.5,0.25,,1.0,0.01,,中证文体指数*80%+中债综合指数*20%,L,股票型,契约型开放式,,20161010,20161010,O
5515,001614.OF,东方区域发展,东方基金,中国工商银行,混合型,20160907,,,20160722,,2.5115,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,混合型,契约型开放式,,20160923,20160923,O
5516,003145.OF,中融竞争优势,中融基金,交通银行,股票型,20160907,,,20160808,,2.7245,1.5,0.25,,1.0,0.01,,沪深300指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20161107,20161107,O
5517,003053.OF,嘉实文体娱乐A,嘉实基金,中国银行,股票型,20160907,,,20160808,,8.1037,1.5,0.25,,1.0,0.01,,中证文体指数*80%+中债综合指数*20%,L,股票型,契约型开放式,,20161010,20161010,O
5520,519619.OF,银河君荣A,银河基金,北京银行,混合型,20160905,,,20160826,,5.1043,0.6,0.15,,1.0,0.001,,上证国债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20160921,20160921,O
5521,519620.OF,银河君荣C,银河基金,北京银行,混合型,20160905,,,20160826,,0.7358,0.6,0.15,,1.0,0.001,,上证国债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20160921,20160921,O
5522,519621.OF,银河君荣I,银河基金,北京银行,混合型,20160905,,,20160826,,,0.6,0.15,,1.0,1000.0,,上证国债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20160921,20160921,O
5529,003235.OF,信诚至利C,中信保诚基金,中信银行,混合型,20160902,,,20160829,,0.0007,0.6,0.1,,1.0,0.01,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161125,20161125,O
5530,003234.OF,信诚至利A,中信保诚基金,中信银行,混合型,20160902,,,20160829,,5.0014,0.6,0.1,,1.0,0.01,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161125,20161125,O
5538,003224.OF,鹏华兴润定期开放A,鹏华基金,招商银行,混合型,20160901,,,20160829,,4.9459,0.8,0.2,,1.0,0.1,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20170901,20170901,O
5539,003225.OF,鹏华兴润定期开放C,鹏华基金,招商银行,混合型,20160901,,,20160829,,5.7474,0.8,0.2,,1.0,0.1,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20170901,20170901,O
5545,003231.OF,创金合信医疗保健行业C,创金合信基金,邮储银行,股票型,20160830,,,20160822,,0.0012,1.5,0.2,,1.0,0.01,,中证医药卫生指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20161124,20161124,O
5548,003044.OF,东方红战略精选A,东证资管,浦发银行,混合型,20160830,,,20160823,,14.5514,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+恒生指数收益率*10%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20161129,20161129,O
5549,003045.OF,东方红战略精选C,东证资管,浦发银行,混合型,20160830,,,20160823,,2.2627,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+恒生指数收益率*10%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20161129,20161129,O
5550,002823.OF,招商盛达A,招商基金,中国银行,混合型,20160830,,,20160801,,1.0126,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160930,20160930,O
5551,002824.OF,招商盛达C,招商基金,中国银行,混合型,20160830,,,20160801,,2.7494,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160930,20160930,O
5553,F202017.OF,南方深成ETF联接H,南方基金,中国工商银行,股票型,20160830,,,,,,0.5,0.1,,1.0,,,深证成份指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
5558,003233.OF,创金合信金融地产C,创金合信基金,邮储银行,股票型,20160830,,,20160822,,0.0002,1.5,0.2,,1.0,0.01,,中证金融地产指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20161124,20161124,O
5559,003232.OF,创金合信金融地产A,创金合信基金,邮储银行,股票型,20160830,,,20160822,,8.0009,1.5,0.2,,1.0,0.01,,中证金融地产指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20161124,20161124,O
5563,002860.OF,前海开源沪港深新机遇,前海开源基金,中国农业银行,混合型,20160830,,,20160531,,20.0422,0.6,0.1,,1.0,0.1,,沪深300指数收益率*40%+恒生指数收益率*40%+中证全债指数收益率*20%,L,灵活配置型,契约型开放式,,20161118,20161118,O
5564,001733.OF,泰达宏利量化增强,泰达宏利基金,中国银行,股票型,20160830,,,20160801,,5.5681,1.2,0.25,,1.0,0.001,,中证500价格指数收益率*95%+人民银行一年期定存基准收益率(税后)*5%,L,股票型,契约型开放式,,20160928,20160928,O
5565,003004.OF,招商睿祥定期开放,招商基金,中信银行,混合型,20160830,,,20160801,,10.3236,1.5,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,,20170301,20170301,O
5566,003230.OF,创金合信医疗保健行业A,创金合信基金,邮储银行,股票型,20160830,,,20160822,,8.001,1.5,0.2,,1.0,0.01,,中证医药卫生指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20161124,20161124,O
5580,673060.OF,西部利得景瑞,西部利得基金,中国民生银行,混合型,20160825,,,20160822,,2.0013,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161124,20161124,O
5585,162107.OF,金鹰量化精选,金鹰基金,交通银行,股票型,20160825,,,20160825,,0.1929,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20160908,20160908,O
5594,003187.OF,嘉实安益,嘉实基金,中国银行,混合型,20160825,,,20160819,,6.0015,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中债总财富指数收益率*50%,L,灵活配置型,契约型开放式,,20161017,20161017,O
5597,002574.OF,招商瑞庆A,招商基金,中国建设银行,混合型,20160824,,,20160725,,4.843,1.5,0.25,,1.0,0.1,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20160926,20160926,O
5598,002939.OF,广发创新升级,广发基金,中国工商银行,混合型,20160824,,,20160725,,3.602,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161010,20161010,O
5599,002581.OF,招商丰凯A,招商基金,中国银行,混合型,20160824,,,20160819,,6.0001,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5600,002834.OF,华夏新锦绣C,华夏基金,中国建设银行,混合型,20160824,,,20160817,,8.0007,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,,20161114,O
5601,003119.OF,博时鑫源A,博时基金,中国建设银行,混合型,20160824,,,20160808,,5.0063,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160829,20160829,O
5602,003120.OF,博时鑫源C,博时基金,中国建设银行,混合型,20160824,,,20160808,,,0.6,0.15,,1.0,500.0,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160829,20160829,O
5609,002514.OF,招商丰益A,招商基金,中国建设银行,混合型,20160824,,,20160819,,6.0001,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5610,002582.OF,招商丰凯C,招商基金,中国银行,混合型,20160824,,,20160819,,0.0001,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5612,002515.OF,招商丰益C,招商基金,中国建设银行,混合型,20160824,,,20160819,,0.0001,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5613,002833.OF,华夏新锦绣A,华夏基金,中国建设银行,混合型,20160824,,,20160817,,0.0035,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20171115,20161114,O
5617,002518.OF,民生加银鑫福A,民生加银基金,包商银行,混合型,20160822,,,20160811,,2.0439,0.9,0.15,,1.0,0.01,,中证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160909,20160909,O
5620,003190.OF,创金合信消费主题A,创金合信基金,招商银行,股票型,20160822,,,20160816,,5.0035,1.5,0.2,,1.0,0.01,,中证内地消费主题指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20160826,20160826,O
5621,003191.OF,创金合信消费主题C,创金合信基金,招商银行,股票型,20160822,,,20160816,,0.0043,1.5,0.2,,1.0,0.01,,中证内地消费主题指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20160826,20160826,O
5622,003026.OF,安信新价值A,安信基金,宁波银行,混合型,20160819,,,20160808,,0.2032,0.8,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20160922,20160922,O
5623,003027.OF,安信新价值C,安信基金,宁波银行,混合型,20160819,,,20160808,,2.0491,0.8,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20160922,20160922,O
5625,003165.OF,鹏华弘嘉A,鹏华基金,招商银行,混合型,20160819,,,20160815,,6.7641,0.6,0.2,,1.0,0.001,,中证综合债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20160829,20160829,O
5626,003105.OF,光大永鑫A,光大保德信基金,宁波银行,混合型,20160819,,,20160815,,6.0003,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5627,003106.OF,光大永鑫C,光大保德信基金,宁波银行,混合型,20160819,,,20160815,,0.0009,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5628,003166.OF,鹏华弘嘉C,鹏华基金,招商银行,混合型,20160819,,,20160815,,2.0244,0.6,0.2,,1.0,0.001,,中证综合债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20160829,20160829,O
5632,003117.OF,光大吉鑫A,光大保德信基金,宁波银行,混合型,20160819,,,20160815,,6.0003,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5634,003118.OF,光大吉鑫C,光大保德信基金,宁波银行,混合型,20160819,,,20160815,,0.0013,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5637,002955.OF,融通新趋势,融通基金,中国工商银行,混合型,20160817,,,20160718,,4.2118,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160919,20160919,O
5638,519614.OF,银河君尚C,银河基金,交通银行,混合型,20160817,,,20160808,,2.2006,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160826,20160826,O
5640,519613.OF,银河君尚A,银河基金,交通银行,混合型,20160817,,,20160808,,1.0161,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160826,20160826,O
5641,519615.OF,银河君尚I,银河基金,交通银行,混合型,20160817,,,20160808,,1.9002,0.6,0.15,,1.0,1000.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160826,20160826,O
5642,002900.OF,南方中证500信息技术ETF联接A,南方基金,中国农业银行,股票型,20160817,,,20160718,,1.8949,0.5,0.1,,1.0,0.1,,中证500信息技术指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160906,20160906,O
5643,001667.OF,南方转型增长,南方基金,中国银行,混合型,20160817,,,20160718,,13.0238,1.5,0.25,,1.0,0.1,,沪深300收益率*60%+上证国债收益率*40%,L,灵活配置型,契约型开放式,,20161021,20161021,O
5649,519773.OF,交银数据产业,交银施罗德基金,中国农业银行,混合型,20160816,,,20160714,,22.0006,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,L,灵活配置型,契约型开放式,,20160919,20160919,O
5650,003169.OF,长盛盛辉A,长盛基金,中国银行,混合型,20160816,,,20160810,,6.0001,0.6,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,混合型,契约型开放式,,20160829,20160829,O
5651,003170.OF,长盛盛辉C,长盛基金,中国银行,混合型,20160816,,,20160810,,0.0022,0.6,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,混合型,契约型开放式,,20160829,20160829,O
5662,002989.OF,融通通乾研究精选,融通基金,中国建设银行,混合型,20160812,,,20160812,,19.3026,1.5,0.25,,1.0,,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160913,20160913,O
5665,002919.OF,东吴智慧医疗量化策略,东吴基金,中国农业银行,混合型,20160811,,,20160711,,5.5676,1.5,0.25,,1.0,0.1,,中证医疗指数收益率*65%+中债综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20160912,20160912,O
5666,002431.OF,中银丰利C,中银基金,中信银行,混合型,20160811,,,20160725,,0.6198,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160815,20160815,O
5667,002430.OF,中银丰利A,中银基金,中信银行,混合型,20160811,,,20160725,,5.8394,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160815,20160815,O
5670,003033.OF,南方荣冠定期开放,南方基金,中国工商银行,混合型,20160810,,,20160805,,6.2481,0.8,0.2,,1.0,0.1,,中债综合指数收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20170810,20170810,O
5671,003142.OF,鹏华弘达A,鹏华基金,交通银行,混合型,20160810,,,20160801,,6.001,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20161019,20161019,O
5672,001703.OF,银华沪港深增长,银华基金,中国建设银行,股票型,20160810,,,20160620,,2.3287,1.5,0.25,,1.0,0.001,,沪深300指数收益率*45%+恒生指数收益率*45%+中证全债指数收益率*10%,L,股票型,契约型开放式,,20160909,20160909,O
5673,003143.OF,鹏华弘达C,鹏华基金,交通银行,混合型,20160810,,,20160801,,6.001,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20161019,20161019,O
5674,003031.OF,安信新目标C,安信基金,宁波银行,混合型,20160809,,,20160729,,1.9006,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20160909,20160909,O
5676,002838.OF,华夏新锦程A,华夏基金,交通银行,混合型,20160809,,,20160802,,6.0106,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20161021,20161021,O
5677,002839.OF,华夏新锦程C,华夏基金,交通银行,混合型,20160809,,,20160802,,,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,,,O
5678,002952.OF,建信多因子量化,建信基金,中国民生银行,股票型,20160809,,,20160711,,3.239,1.5,0.25,,1.0,0.001,,中证800指数收益率*85%+商业银行活期存款利率(税前)*15%,L,股票型,契约型开放式,,20160908,20160908,O
5679,002615.OF,中银颐利C,中银基金,招商银行,混合型,20160809,,,20160801,,0.8331,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20160810,20160810,O
5680,002844.OF,金鹰多元策略,金鹰基金,中国银行,混合型,20160809,,,20160706,,2.5234,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180419,20180419,O
5684,002872.OF,华夏智胜价值成长C,华夏基金,招商银行,股票型,20160809,,,20160802,,,1.0,0.2,,1.0,500.0,,中证中信稳健成长策略指数收益率*90%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20170320,20170322,O
5689,002871.OF,华夏智胜价值成长A,华夏基金,招商银行,股票型,20160809,,,20160802,,6.0076,1.0,0.2,,1.0,0.001,,中证中信稳健成长策略指数收益率*90%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20161021,20161021,O
5690,002614.OF,中银颐利A,中银基金,招商银行,混合型,20160809,,,20160801,,2.0567,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20160810,20160810,O
5692,003030.OF,安信新目标A,安信基金,宁波银行,混合型,20160809,,,20160729,,0.1179,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20160909,20160909,O
5693,002845.OF,上投摩根安鑫回报C,上投摩根基金,中国建设银行,混合型,20160805,,,20160704,,3.4281,0.8,0.25,,1.0,1.0,,一年期银行定期存款利率(税后)+1%,L,混合型,契约型开放式,,20160905,20160905,O
5694,001947.OF,上投摩根安鑫回报A,上投摩根基金,中国建设银行,混合型,20160805,,,20160704,,5.3345,0.8,0.25,,1.0,1.0,,一年期银行定期存款利率(税后)+1%,L,混合型,契约型开放式,,20160905,20160905,O
5695,003062.OF,银华通利A,银华基金,中国工商银行,混合型,20160805,,,20160801,,2.0,0.6,0.15,,1.0,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5697,003063.OF,银华通利C,银华基金,中国工商银行,混合型,20160805,,,20160801,,0.0001,0.6,0.15,,1.0,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161013,20161013,O
5704,002624.OF,广发优企精选,广发基金,中国银行,混合型,20160804,,,20160704,,12.5539,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20160905,20160905,O
5706,003144.OF,华宝新机遇C,华宝基金,中国建设银行,混合型,20160804,,,,,,0.6,0.25,,1.0,,,1年期银行定期存款基准利率(税后)+3%,L,灵活配置型,契约型开放式,,20160804,20160804,O
5711,003064.OF,南方荣欢定期开放,南方基金,平安银行,混合型,20160803,,,20160725,,5.101,0.5,0.1,,1.0,0.1,,中债综合指数收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20181203,20161201,O
5714,001809.OF,中信建投智信物联网A,中信建投基金,中信银行,混合型,20160803,,,20160606,,2.347,1.5,0.2,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160905,20160905,O
5715,002264.OF,华夏乐享健康,华夏基金,中国工商银行,混合型,20160803,,,20160704,,14.4872,1.5,0.25,,1.0,0.1,,中证医药卫生指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160908,20160908,O
5716,002959.OF,汇添富盈泰,汇添富基金,中国银行,混合型,20160803,,,20160801,,29.7487,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160914,20160914,O
5717,002434.OF,中银宏利A,中银基金,中信银行,混合型,20160801,,,20160725,,4.7928,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160802,20160802,O
5719,160521.OF,博时弘盈C,博时基金,招商银行,混合型,20160801,,,20160704,,12.8112,1.2,0.2,,1.0,0.01,,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20180201,20180201,O
5720,002435.OF,中银宏利C,中银基金,中信银行,混合型,20160801,,,20160725,,0.2,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160802,20160802,O
5722,002851.OF,南方品质优选,南方基金,中国建设银行,混合型,20160801,,,20160630,,8.8021,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20161010,20161010,O
